Date,JNJ,LNG,MSFT,TSLA,V
2016-01-06,-0.0050672810658367595,-0.03734049491800073,-0.01833234215731938,-0.01984384955651075,-0.013198065660746217
2016-01-07,-0.011722939035048618,-0.05804766816926055,-0.03540186695718317,-0.015597592433687968,-0.019858489166156623
2016-01-08,-0.01074078300221526,0.0011430981688138608,0.003062159303886869,-0.021798589106821087,-0.012408898484513209
2016-01-11,-0.006028908324222648,-0.03546874751928453,-0.0005735759613632041,-0.015041491474101942,0.014169295254047753
2016-01-12,0.006843445905819756,-0.009515385220015382,0.009135955121308381,0.010147973857985715,0.011299257956213893
2016-01-13,-0.012496397036987794,-0.02664405225126698,-0.02183552787834131,-0.047098473018745146,-0.022454462632395256
2016-01-14,0.019091068698164015,0.006727884602052203,0.028068772255321672,0.028883407130351646,0.009530574043125739
2016-01-15,-0.01929736327163134,-0.024997474651796026,-0.04073576515286481,-0.005788351816008674,-0.027056756586418373
2016-01-19,0.005141564675789745,-0.06420524334745092,-0.008468920600318786,-0.001318030000696524,-0.006144249195608964
2016-01-20,-0.018111815680499355,-0.050925063906180235,0.004538792614764198,-0.029846991966637315,-0.009995214767118732
2016-01-21,0.0019824800335568327,0.02116294109637673,-0.006122377427187242,0.006371130408264314,0.012373718457377336
2016-01-22,0.008407271809942607,0.08202132676440677,0.03522795963431191,0.012819389985011753,0.015805189064590053
2016-01-25,-0.003623889362877719,-0.07313541700123194,-0.00960821755625707,-0.030935137076187225,-0.013293300081196335
2016-01-26,0.048394767307533115,-0.010947731834862306,0.007310745646739392,-0.014463989613301642,0.001949832043773192
2016-01-27,0.00963902319757004,0.0034340693088452667,-0.01837761540434535,-0.028773412806389675,-0.013586933170243398
2016-01-28,0.0010760536489016204,0.01564654395626519,0.01626678234215806,0.00862966980126778,-0.0225334214064441
2016-01-29,0.020996528346904242,0.01407529986745093,0.056571484492870194,0.007876202334993199,0.07178714691067167
2016-02-01,-0.000670368812176747,-0.025957904457230452,-0.006921880873755448,0.029579060901101073,-0.001477899700083718
2016-02-02,-0.00924067275253293,-0.07552767686617123,-0.03175458721070035,-0.0746158699756001,-0.013262976171891872
2016-02-03,0.007034285178295185,0.047122511144726875,-0.015976044136508882,-0.05222095369865665,0.013262976171891872
2016-02-04,-0.0023070458837182173,-0.0321341476636845,-0.0030719233931821854,0.010607679371941181,-0.009455582869977164
2016-02-05,-0.032873210648574513,-0.09629026446524724,-0.036025890419806306,-0.07537677240362983,-0.029474648233025924
2016-02-08,0.014417107437404653,-0.05671203045779771,-0.015065397182972617,-0.09414849319995389,-0.05413701549335048
2016-02-09,-0.00029408299606092925,0.03367597443800907,-0.002634422185527896,0.0017553339640783427,0.00822939605450923
2016-02-10,-0.0023564688495811836,0.020635974867672324,0.008687941126817922,-0.03138106965718457,0.028337762434218483
2016-02-11,-0.0002950324221773215,-0.008849575228923712,-0.0004024886615443535,0.04624476055013638,-0.02424014900704563
2016-02-12,0.0011793605091936499,0.05119224079695961,0.016169809922800038,0.0037809736264038385,0.028081751715741454
2016-02-16,0.004898418070318655,0.02014132347344022,0.018769719703100485,0.026976587698201993,0.00960975235065753
2016-02-17,0.001757690112912158,0.06517323078416215,0.025699403693026923,0.08348213878296651,0.01496648885118379
2016-02-18,0.01683313988069024,0.030889111522717005,-0.004397328021417124,-0.011387811244871315,-0.011028065882652704
2016-02-19,0.006453304268293714,0.003752383666898229,-0.007114814310339668,-0.0011398830950786198,0.004062384264828189
2016-02-22,0.0056481630241291825,0.03183378151529448,0.01589007382664054,0.06484607377192031,0.02116387029402933
2016-02-23,-0.006416600666157457,0.005919122839194824,-0.0283174482345534,-0.0029863101079641297,-0.012533476586254366
2016-02-24,0.008419557805509292,0.0973944146229031,0.003510763680695028,0.010050279705428267,-0.004166822678252302
2016-02-25,0.013438196042204531,0.02902158830436674,0.014305542128785653,0.04601966446309991,0.01957066217293857
2016-02-26,-0.005656270925951112,0.030167256760636363,-0.015474448937331076,0.01540653054208585,-0.0073973799397837325
2016-02-29,-0.005402904362812322,0.0022403258387444502,-0.008220723421432208,0.008318801407135368,-0.004685768265202839
2016-03-01,0.018924558083553755,-0.020345460477581234,0.03286591334129829,-0.029504148394847274,0.03060850175934604
2016-03-02,-0.0016803770042415067,0.04110745192601062,0.007012026908171265,0.010622187608916533,-0.004565684331460318
2016-03-03,-0.0036500993804695625,0.014956064163096361,-0.011396028102678368,0.03853840891940008,-0.005262554150238685
2016-03-04,-0.0014075389338445987,0.026369939213764848,-0.006131592346501957,0.02671667078175277,-0.00013545291865035836
2016-03-07,0.0022511101861573124,0.011240478793177466,-0.019406683666570057,0.020919696041389546,-0.026880486463326747
2016-03-08,-0.004883760257708758,-0.08288447663467258,0.012076588063049343,-0.013189997462143221,-0.01851880958270069
2016-03-09,0.005819932393294813,0.01791256986789458,0.022778477633988103,0.02976002505835096,0.0008490507437715067
2016-03-10,0.002804075318868726,-0.009756119194909374,-0.015063888155459448,-0.01710599858221462,-0.006529484353202442
2016-03-11,0.005305994146202586,0.03522650916218151,0.019407096856025152,0.011243721380033378,0.01988080292216665
2016-03-14,-0.00046422732529727284,0.016626771245379146,0.001882441095471421,0.03620409637425537,-0.001956378046950036
2016-03-15,0.000928407943697529,-0.047660485946735776,0.007868112310515762,0.014718021907051071,0.005857818404662041
2016-03-16,-0.0032533856406793404,0.045797075243956265,0.014082078475404991,0.016308603941830313,0.006376504473520228
2016-03-17,-0.006257036578378283,-0.007488641676010044,0.00568764818858325,0.019852963397140932,0.010583313430655217
2016-03-18,0.007094715661455808,-0.043902741864283445,-0.02163748219566397,0.027706925388900405,0.008712521768448944
2016-03-21,-0.0020487389248398102,0.006709474335315768,0.00689328695672442,0.023692378705290285,-0.0001355796704300971
2016-03-22,0.0009317797570949082,-0.0002786122353257703,0.003891525613638258,-0.017268098612274407,-0.011040821070724682
2016-03-23,0.010376416233548902,-0.029988130721231965,-0.0018512399690719938,-0.051059665691501,0.012937000362760465
2016-03-24,-0.0017526577254631803,-0.020308241024888485,0.004437235895820013,0.022961949104725043,0.003106855032829259
2016-03-28,-0.0007389833446946881,-0.027333787272230126,-0.01243661659954265,0.010960547630179729,-0.0008095083547257076
2016-03-29,0.008372705523417956,-0.0003013104405988898,0.021617574438872467,-0.0005646734501860706,0.017396300344199034
2016-03-30,-0.0014668651703679814,0.015545903978855247,0.006195504553791142,-0.014179113904338791,0.018402150427457187
2016-03-31,-0.007183476677635525,0.0035535423305597114,0.0032643600657511485,0.012613512366894675,-0.003914859857146347
2016-04-01,0.009108681308645394,-0.0017752075142638546,0.006137272579241682,0.033467754321289345,0.014409337666796418
2016-04-04,-0.005510377596713134,-0.013715152170874045,-0.0025224113840982554,0.0388012885847,0.003088243056532214
2016-04-05,0.0033098438981564726,-0.0009010963216722345,-0.015820089811282134,0.03375719532894683,-0.01111110775248303
2016-04-06,0.004304592479582148,0.020521225705301127,0.010211536064660631,0.038208451945446864,0.01598187498942405
2016-04-07,-0.0013718822629842364,0.006747861698093605,-0.012046034861568078,-0.0314595040857637,-0.008087838844804907
2016-04-08,-0.0015568118999951253,0.01940115870128789,-0.000734886817538527,-0.028113094253777504,0.005783866827273165
2016-04-11,-0.0011923615111788521,0.016214265510562598,-0.002023237037164005,-0.0005999920118391344,-0.002695332631507341
2016-04-12,0.005764674277509485,0.0476608329821504,0.006240832927270734,-0.008438230645310352,0.008955035837849401
2016-04-13,0.0024606787672700747,0.019976694141877527,0.012727176431720721,0.02671601193551032,0.015041802977371788
2016-04-14,-0.0002733363539260125,0.028851930927003,0.00018069470095261053,-0.010545250665625616,0.0077477611855973905
2016-04-15,0.0030906683729989837,-0.04990526044981847,0.005224898716659876,0.01046671066718563,-0.003116782428644882
2016-04-18,0.006784032720773325,-0.00621368987436588,0.014450252914683936,-0.0024783938168702058,0.016963152278730576
2016-04-19,0.01565250735226531,0.005944275731322168,-0.0012405492734082202,-0.025976562855188234,-0.008631310576910245
2016-04-20,0.007955607679626553,0.01735925574602115,-0.014288373695600765,0.01045571938184553,0.00494151780354013
2016-04-21,-8.807450500558645e-05,-0.014937621240330934,0.0034119573886362,-0.006743452680684214,-0.004446344961654525
