Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,41.459999,42.830002,41.459999,42.349998,42.349998,1978000
2017-01-04,42.540001,43.599998,42.169998,43.000000,43.000000,2197200
2017-01-05,43.259998,44.599998,43.009998,44.450001,44.450001,3020600
2017-01-06,44.669998,45.380001,44.230000,44.900002,44.900002,3089700
2017-01-09,44.360001,44.730000,43.759998,43.840000,43.840000,2062900
2017-01-10,43.830002,43.830002,43.049999,43.349998,43.349998,1802400
2017-01-11,43.700001,43.820000,43.200001,43.349998,43.349998,1217400
2017-01-12,43.689999,43.799999,43.119999,43.480000,43.480000,1219800
2017-01-13,43.279999,43.599998,43.150002,43.450001,43.450001,782400
2017-01-17,43.529999,44.040001,43.470001,43.680000,43.680000,1884800
2017-01-18,43.250000,43.599998,42.709999,42.820000,42.820000,2467300
2017-01-19,42.660000,43.000000,42.439999,42.639999,42.639999,2135700
2017-01-20,42.820000,43.650002,42.820000,43.259998,43.259998,2384700
2017-01-23,42.990002,43.209999,42.470001,43.060001,43.060001,1680900
2017-01-24,43.459999,45.680000,43.450001,45.650002,45.650002,3703100
2017-01-25,45.830002,48.970001,45.650002,48.230000,48.230000,6611900
2017-01-26,48.500000,50.529999,47.709999,50.419998,50.419998,7140900
2017-01-27,50.020000,50.450001,48.930000,49.070000,49.070000,2861500
2017-01-30,49.009998,49.009998,47.139999,47.450001,47.450001,2591800
2017-01-31,47.500000,48.000000,46.450001,47.650002,47.650002,2137400
2017-02-01,47.810001,48.130001,46.430000,47.099998,47.099998,2051600
2017-02-02,47.020000,49.450001,46.799999,49.330002,49.330002,3080900
2017-02-03,49.590000,50.000000,48.750000,49.430000,49.430000,4158100
2017-02-06,49.639999,49.639999,48.240002,48.500000,48.500000,2090700
2017-02-07,48.130001,48.209999,47.139999,47.810001,47.810001,2522600
2017-02-08,47.720001,48.240002,47.400002,48.009998,48.009998,1521300
2017-02-09,48.580002,49.320000,47.910000,49.189999,49.189999,1717800
2017-02-10,49.410000,49.889999,48.669998,48.930000,48.930000,1748000
2017-02-13,48.619999,48.970001,47.730000,48.139999,48.139999,2322000
2017-02-14,48.549999,48.549999,47.529999,47.880001,47.880001,1554400
2017-02-15,47.709999,48.299999,47.599998,47.689999,47.689999,1260300
2017-02-16,48.439999,48.500000,46.700001,46.840000,46.840000,1604400
2017-02-17,46.480000,47.180000,46.419998,46.709999,46.709999,1099300
2017-02-21,47.000000,47.549999,46.830002,47.360001,47.360001,2023600
2017-02-22,47.200001,47.669998,46.000000,47.220001,47.220001,1905200
2017-02-23,47.650002,47.840000,46.970001,47.349998,47.349998,1448100
2017-02-24,46.830002,47.500000,46.419998,47.459999,47.459999,2321400
2017-02-27,48.650002,49.500000,47.660000,48.910000,48.910000,2985000
2017-02-28,48.259998,49.130001,47.740002,48.049999,48.049999,2480800
2017-03-01,48.320000,48.759998,47.840000,48.000000,48.000000,2255700
