Date,Open,High,Low,Close,Adj Close,Volume
2016-05-12,77.800003,78.190002,77.070000,77.889999,75.583199,7512800
2016-05-13,77.709999,78.279999,76.830002,76.830002,74.554604,7562700
2016-05-16,77.019997,78.059998,76.959999,77.800003,75.495865,8597900
2016-05-17,77.570000,77.919998,76.519997,76.790001,74.515785,7169900
2016-05-18,76.709999,77.879997,76.400002,77.430000,75.136810,6288500
2016-05-19,76.870003,77.250000,76.220001,76.879997,74.603111,5552200
2016-05-20,77.339996,78.040001,77.180000,77.669998,75.369698,6302100
2016-05-23,77.760002,77.989998,77.139999,77.209999,74.923325,5934300
2016-05-24,77.660004,79.500000,77.660004,79.379997,77.029068,7582300
2016-05-25,79.500000,79.669998,78.949997,79.059998,76.718529,5846700
2016-05-26,79.400002,79.400002,78.870003,79.000000,76.660324,4284000
2016-05-27,78.839996,79.660004,78.839996,79.660004,77.300766,4374600
2016-05-31,79.860001,79.870003,78.760002,78.940002,76.602112,8639600
2016-06-01,78.690002,79.320000,78.570000,79.220001,76.873802,4507000
2016-06-02,79.269997,79.949997,78.930000,79.949997,77.582169,5627500
2016-06-03,79.550003,80.199997,79.160004,79.940002,77.572487,7628000
2016-06-06,80.290001,80.900002,80.169998,80.540001,78.154709,7620100
2016-06-07,80.699997,81.000000,80.540001,80.599998,78.212944,5515700
2016-06-08,80.599998,81.709999,80.470001,81.650002,79.231842,8860900
2016-06-09,81.230003,81.540001,80.980003,81.260002,78.853409,6670900
2016-06-10,80.750000,80.750000,79.839996,80.180000,77.805374,7859900
2016-06-13,79.000000,80.180000,78.379997,78.400002,76.078094,10424600
2016-06-14,78.120003,78.750000,77.959999,78.570000,76.243050,7891700
2016-06-15,78.570000,78.839996,78.050003,78.169998,75.854904,7424000
2016-06-16,77.889999,78.519997,77.139999,78.349998,76.029572,9650800
2016-06-17,78.320000,78.330002,76.830002,76.989998,74.709846,14602200
2016-06-20,78.300003,78.379997,77.320000,77.339996,75.049477,9957500
2016-06-21,77.809998,78.010002,77.150002,77.330002,75.039780,9201000
2016-06-22,77.580002,77.760002,76.529999,76.529999,74.263466,9626700
2016-06-23,77.760002,78.239998,76.870003,78.230003,75.913139,13566200
2016-06-24,74.800003,76.040001,74.449997,75.050003,72.827301,18375000
2016-06-27,74.180000,74.580002,73.250000,73.339996,71.167938,16318400
2016-06-28,75.040001,75.500000,74.489998,75.160004,72.934052,14815200
2016-06-29,75.980003,76.760002,75.709999,76.739998,74.467239,12178100
2016-06-30,76.989998,77.139999,73.800003,74.169998,71.973358,24877300
2016-07-01,74.500000,75.940002,74.099998,74.480003,72.274193,13821400
2016-07-05,74.250000,74.970001,73.830002,74.669998,72.458557,11081000
2016-07-06,74.120003,74.750000,73.830002,74.059998,71.866600,11263800
2016-07-07,74.320000,75.290001,74.269997,74.510002,72.303299,8806700
2016-07-08,75.300003,76.550003,74.790001,76.419998,74.156723,10975000
2016-07-11,76.809998,77.190002,76.389999,76.519997,74.253769,8185900
2016-07-12,76.680000,77.570000,76.550003,77.480003,75.185349,10245500
2016-07-13,77.680000,77.779999,77.199997,77.459999,75.165916,6559200
2016-07-14,78.059998,78.540001,77.690002,78.139999,75.825790,6607400
2016-07-15,78.650002,78.750000,78.050003,78.300003,75.981056,8153400
2016-07-18,78.349998,78.699997,78.230003,78.309998,75.990753,4864200
2016-07-19,77.750000,78.889999,77.629997,78.720001,76.388626,9395500
2016-07-20,78.750000,79.750000,78.750000,79.360001,77.009644,7922100
2016-07-21,79.440002,79.730003,78.400002,78.790001,76.456535,9018000
2016-07-22,79.980003,80.080002,78.330002,79.910004,77.543350,12532400
2016-07-25,80.169998,80.169998,78.730003,78.940002,76.602112,7979900
2016-07-26,78.980003,79.059998,77.940002,78.489998,76.165413,9673200
2016-07-27,78.459999,78.790001,77.529999,78.529999,76.204239,10194400
2016-07-28,78.690002,80.000000,78.550003,79.190002,76.844704,8709700
2016-07-29,79.239998,79.349998,78.000000,78.050003,75.738464,7777700
2016-08-01,78.309998,78.529999,77.730003,78.260002,75.942238,8908800
2016-08-02,78.070000,78.470001,77.750000,78.279999,75.961639,7910000
2016-08-03,78.279999,78.709999,78.209999,78.709999,76.378914,7272700
2016-08-04,78.830002,79.650002,78.750000,79.480003,77.126106,5954400
2016-08-05,79.730003,80.239998,79.660004,80.139999,77.766556,6662500
2016-08-08,80.230003,80.339996,79.800003,79.949997,77.582169,5119700
2016-08-09,79.959999,80.480003,79.949997,80.059998,77.688934,4455700
2016-08-10,79.970001,80.220001,79.510002,79.680000,77.320175,5945500
2016-08-11,80.000000,80.279999,79.839996,80.120003,77.747154,6577700
2016-08-12,79.800003,80.080002,79.650002,80.019997,77.650116,4420400
2016-08-15,80.129997,81.150002,80.019997,80.910004,78.513748,6290300
2016-08-16,80.419998,80.910004,80.220001,80.809998,78.416702,6182600
2016-08-17,80.709999,80.860001,80.400002,80.839996,78.581978,4655400
2016-08-18,80.010002,80.589996,79.910004,80.269997,78.027893,7453900
2016-08-19,80.010002,80.470001,79.739998,80.470001,78.222298,8480900
2016-08-22,80.339996,81.080002,79.959999,81.059998,78.795822,7954500
2016-08-23,81.370003,81.760002,80.800003,80.800003,78.543076,10007800
2016-08-24,80.800003,80.980003,80.190002,80.290001,78.047333,5028000
2016-08-25,80.290001,80.519997,80.000000,80.320000,78.076492,5773700
2016-08-26,80.620003,81.139999,80.169998,80.570000,78.319504,7932200
2016-08-29,80.540001,80.989998,80.540001,80.870003,78.611122,4766700
2016-08-30,81.000000,81.190002,80.720001,81.169998,78.902748,4128700
2016-08-31,80.949997,81.199997,80.709999,80.900002,78.640312,7386100
2016-09-01,81.139999,81.550003,80.970001,81.300003,79.029129,6240600
2016-09-02,81.570000,82.150002,81.500000,82.000000,79.709572,6408900
2016-09-06,82.000000,82.529999,81.809998,82.529999,80.224754,8140400
2016-09-07,82.480003,83.260002,82.360001,83.239998,80.914940,9304700
2016-09-08,83.019997,83.629997,82.589996,82.970001,80.652466,7961100
2016-09-09,82.400002,82.809998,81.330002,81.330002,79.058266,11563000
2016-09-12,81.339996,83.129997,81.180000,82.970001,80.652466,9882700
2016-09-13,82.410004,82.440002,81.620003,81.889999,79.602638,8834300
2016-09-14,81.459999,82.220001,81.449997,81.489998,79.213806,10999500
2016-09-15,81.419998,82.129997,81.190002,82.010002,79.719292,10580300
2016-09-16,81.739998,82.260002,81.419998,82.070000,79.777603,11702000
2016-09-19,82.430000,83.040001,82.230003,82.510002,80.205307,8361700
2016-09-20,82.970001,83.230003,82.320000,82.480003,80.176163,6473300
2016-09-21,82.919998,83.250000,82.269997,83.220001,80.895477,7536200
2016-09-22,83.419998,83.790001,83.199997,83.360001,81.031578,6599400
2016-09-23,83.330002,83.449997,82.519997,82.540001,80.234474,8283700
2016-09-26,82.150002,82.260002,81.690002,81.809998,79.524864,8486800
2016-09-27,81.790001,82.379997,81.500000,82.160004,79.865089,7969500
2016-09-28,82.379997,83.010002,81.940002,82.970001,80.652466,7974300
2016-09-29,82.720001,83.059998,81.790001,81.919998,79.631813,5885400
2016-09-30,82.160004,83.040001,81.680000,82.699997,80.390007,9776800
2016-10-03,82.419998,83.110001,82.300003,82.860001,80.545532,8155400
2016-10-04,83.279999,83.529999,82.580002,82.730003,80.419174,5772000
2016-10-05,82.959999,83.449997,82.900002,83.349998,81.021851,6163400
2016-10-06,83.120003,83.480003,82.879997,83.360001,81.031578,7687100
2016-10-07,83.489998,83.699997,82.639999,82.879997,80.564980,8238100
2016-10-10,83.129997,83.540001,82.940002,83.120003,80.798271,7371500
2016-10-11,82.680000,82.790001,81.570000,82.040001,79.748451,6227400
2016-10-12,81.839996,82.540001,81.820000,82.250000,79.952583,3923600
2016-10-13,81.650002,82.129997,81.110001,81.870003,79.583199,6810900
2016-10-14,82.040001,83.190002,82.040001,82.449997,80.146996,6698100
2016-10-17,82.580002,82.690002,82.040001,82.150002,79.855392,8473700
2016-10-18,81.500000,82.370003,81.349998,81.580002,79.301285,11680400
2016-10-19,81.650002,82.870003,81.650002,82.809998,80.496941,8440900
2016-10-20,83.050003,83.099998,82.169998,82.500000,80.195572,6945200
2016-10-21,82.019997,82.540001,81.580002,82.349998,80.049774,8043200
2016-10-24,83.269997,83.589996,82.709999,83.169998,80.846893,16267000
2016-10-25,83.169998,83.169998,81.699997,82.029999,79.738724,15085900
2016-10-26,81.620003,82.260002,81.410004,81.750000,79.466560,8748400
2016-10-27,81.959999,82.269997,81.610001,81.919998,79.631813,7039200
2016-10-28,82.519997,83.360001,82.110001,82.220001,79.923424,10919600
2016-10-31,82.440002,82.900002,82.360001,82.510002,80.205307,10024000
2016-11-01,82.639999,82.690002,81.330002,81.620003,79.340172,10881500
2016-11-02,80.889999,81.379997,80.519997,80.580002,78.329231,9170900
2016-11-03,80.750000,81.129997,80.540001,80.650002,78.397263,7563100
2016-11-04,80.650002,81.239998,80.330002,80.360001,78.115364,7588100
2016-11-07,81.639999,82.529999,81.449997,82.510002,80.205307,7277900
2016-11-08,82.389999,83.160004,82.150002,82.879997,80.564980,7152000
2016-11-09,81.809998,83.300003,81.220001,83.239998,80.914940,12158500
2016-11-10,83.300003,83.959999,81.419998,81.870003,79.583199,17171600
2016-11-11,81.589996,82.629997,81.519997,81.879997,79.592903,7368000
2016-11-14,82.019997,82.220001,77.300003,78.379997,76.190674,21773500
2016-11-15,78.230003,79.540001,77.800003,78.570000,76.375366,18523400
2016-11-16,78.790001,80.190002,78.760002,80.080002,78.007011,9997700
2016-11-17,80.320000,81.199997,80.180000,81.070000,78.971382,8081800
2016-11-18,81.150002,81.500000,80.529999,80.820000,78.727852,7920800
2016-11-21,81.230003,81.779999,80.900002,81.690002,79.575333,8942100
2016-11-22,81.690002,81.690002,79.260002,79.930000,77.860893,18133900
2016-11-23,79.980003,79.989998,78.949997,79.570000,77.510208,12802600
2016-11-25,79.989998,80.370003,79.739998,80.129997,78.055717,6495700
2016-11-28,79.660004,80.010002,79.050003,79.080002,77.032906,11793100
2016-11-29,79.120003,79.580002,78.949997,79.150002,77.101097,8575200
2016-11-30,79.449997,79.449997,77.279999,77.320000,75.318443,15353900
2016-12-01,77.570000,77.620003,75.250000,75.430000,73.477371,21053000
2016-12-02,75.400002,76.250000,75.169998,75.720001,73.759880,13629600
2016-12-05,76.629997,77.599998,76.550003,77.309998,75.308716,12119200
2016-12-06,77.940002,77.970001,76.709999,77.110001,75.113907,13896600
2016-12-07,77.269997,79.489998,77.250000,79.309998,77.256935,13919800
2016-12-08,79.680000,79.870003,78.970001,79.279999,77.227722,13320100
2016-12-09,79.150002,79.930000,78.830002,79.139999,77.091354,10728300
2016-12-12,78.989998,79.029999,77.919998,78.500000,76.467911,11942300
2016-12-13,78.809998,79.500000,78.250000,79.199997,77.149788,12995100
2016-12-14,79.279999,79.980003,79.120003,79.129997,77.081612,20146200
2016-12-15,79.370003,80.389999,79.129997,79.500000,77.442024,14070900
2016-12-16,79.220001,79.459999,78.169998,78.349998,76.321800,19141700
2016-12-19,78.040001,78.599998,78.019997,78.099998,76.078255,8699100
2016-12-20,78.410004,78.580002,77.690002,78.360001,76.331543,6917400
2016-12-21,78.480003,78.550003,77.980003,78.139999,76.117226,9343600
2016-12-22,78.019997,78.059998,77.190002,77.900002,75.883453,12074000
2016-12-23,78.080002,78.480003,77.900002,78.150002,76.126961,6192900
2016-12-27,78.269997,78.849998,78.230003,78.349998,76.321800,3776000
2016-12-28,78.400002,78.650002,77.970001,78.300003,76.273087,7587100
2016-12-29,78.489998,78.839996,78.300003,78.330002,76.302292,6241100
2016-12-30,78.430000,78.540001,77.940002,78.019997,76.000328,7127300
2017-01-03,78.760002,79.910004,78.489998,79.500000,77.442024,13785200
2017-01-04,79.440002,80.260002,79.360001,80.150002,78.075203,8033100
2017-01-05,80.339996,81.529999,80.220001,81.089996,78.990875,7805100
2017-01-06,81.300003,82.489998,80.940002,82.209999,80.081871,8898300
2017-01-09,82.279999,82.449997,81.650002,81.750000,79.633797,7305300
2017-01-10,81.699997,81.900002,81.129997,81.309998,79.205170,6017500
2017-01-11,81.250000,81.800003,80.910004,81.800003,79.682472,7499200
2017-01-12,81.050003,81.470001,80.510002,81.370003,79.263611,6884000
2017-01-13,81.019997,81.849998,80.790001,81.169998,79.068817,7291200
2017-01-17,80.760002,81.489998,80.760002,81.260002,79.156479,6326500
2017-01-18,81.269997,81.830002,80.980003,81.589996,79.477905,8512300
2017-01-19,81.790001,81.849998,81.410004,81.730003,79.614304,6479400
2017-01-20,82.089996,82.279999,81.610001,81.839996,79.721458,9048500
2017-01-23,81.699997,82.300003,81.500000,82.150002,80.023445,7414200
2017-01-24,82.400002,83.489998,81.849998,83.230003,81.075478,8397500
2017-01-25,83.790001,84.269997,83.449997,83.900002,81.728142,9360900
2017-01-26,83.919998,83.919998,83.080002,83.239998,81.085213,8428200
2017-01-27,83.320000,83.800003,82.919998,83.769997,81.601486,5445900
2017-01-30,83.470001,83.739998,82.660004,83.699997,81.533302,8792800
2017-01-31,82.129997,83.279999,82.099998,82.709999,80.568924,7479400
2017-02-01,82.900002,83.089996,82.050003,82.440002,80.305931,7534400
2017-02-02,82.139999,82.699997,81.570000,82.300003,80.169556,11142300
2017-02-03,85.739998,86.820000,85.110001,86.080002,83.851707,28079600
2017-02-06,86.070000,86.099998,85.510002,85.830002,83.608170,9665300
2017-02-07,85.959999,86.349998,85.669998,85.779999,83.559441,8600300
2017-02-08,85.800003,85.839996,85.080002,85.089996,82.887321,7587700
2017-02-09,85.370003,85.769997,84.879997,85.580002,83.364655,6554700
2017-02-10,85.800003,86.139999,85.230003,85.900002,83.676361,10432000
2017-02-13,86.199997,86.699997,86.000000,86.440002,84.202377,6046300
2017-02-14,86.519997,86.970001,86.260002,86.849998,84.601761,5952000
2017-02-15,87.019997,87.540001,86.699997,87.540001,85.436218,8049700
2017-02-16,87.550003,87.680000,86.790001,87.410004,85.309341,8680600
2017-02-17,87.269997,87.680000,86.980003,87.459999,85.358147,5887200
2017-02-21,87.510002,88.040001,87.169998,87.919998,85.807076,9301300
2017-02-22,87.610001,88.150002,87.510002,87.800003,85.689972,8389900
2017-02-23,88.230003,88.489998,87.870003,88.180000,86.060822,6040500
2017-02-24,87.360001,88.430000,87.300003,88.430000,86.304825,5151300
2017-02-27,88.320000,88.379997,87.910004,88.000000,85.885170,6131600
2017-02-28,88.160004,88.379997,87.760002,87.940002,85.826599,8521900
2017-03-01,88.739998,89.139999,88.419998,88.989998,86.851357,11131400
2017-03-02,89.000000,89.129997,88.099998,88.529999,86.402428,10544200
2017-03-03,88.309998,88.910004,88.180000,88.790001,86.656174,5700600
2017-03-06,88.529999,89.269997,88.269997,88.940002,86.802582,7347600
2017-03-07,88.989998,89.300003,88.849998,89.059998,86.919670,5688400
2017-03-08,89.169998,89.300003,88.870003,88.959999,86.822083,5866800
2017-03-09,89.019997,89.500000,88.709999,89.110001,86.968491,5953900
2017-03-10,89.500000,89.860001,89.099998,89.730003,87.573586,12246700
2017-03-13,89.800003,90.309998,89.610001,90.110001,87.944458,8944100
2017-03-14,89.930000,90.029999,89.239998,89.550003,87.397903,6009400
2017-03-15,89.750000,90.099998,89.410004,89.919998,87.759026,6350700
2017-03-16,90.309998,90.330002,89.470001,90.040001,87.876122,9174400
2017-03-17,90.250000,90.629997,90.169998,90.239998,88.071312,8613400
2017-03-20,90.290001,92.050003,88.970001,89.180000,87.036797,9438000
2017-03-21,89.489998,89.709999,88.000000,88.059998,85.943710,11092100
2017-03-22,87.849998,89.040001,87.849998,88.519997,86.392654,7828600
2017-03-23,88.470001,89.389999,88.419998,88.860001,86.724503,7710700
2017-03-24,89.059998,89.610001,88.970001,89.190002,87.046555,7597600
2017-03-27,88.309998,88.989998,88.070000,88.949997,86.812325,5230000
2017-03-28,89.120003,89.419998,88.489998,89.120003,86.978256,7045500
2017-03-29,88.989998,89.389999,88.559998,89.180000,87.036797,4738000
2017-03-30,89.080002,89.099998,88.599998,89.010002,86.870895,6227100
2017-03-31,88.980003,89.349998,88.870003,88.870003,86.734253,6429800
2017-04-03,89.139999,89.459999,88.400002,89.360001,87.212479,9125800
2017-04-04,89.010002,89.330002,88.660004,88.779999,86.646423,4859900
2017-04-05,89.129997,90.199997,88.949997,89.029999,86.890404,7251600
2017-04-06,89.000000,89.260002,88.779999,89.089996,86.948959,8473900
2017-04-07,88.970001,89.239998,88.519997,88.739998,86.607376,5439500
2017-04-10,88.620003,89.250000,88.519997,88.860001,86.724503,5999400
2017-04-11,88.599998,88.849998,88.129997,88.849998,86.714714,7058500
2017-04-12,88.699997,89.209999,88.559998,88.680000,86.548813,5912500
2017-04-13,88.470001,89.779999,88.430000,88.870003,86.734253,7242700
2017-04-17,89.089996,89.900002,88.750000,89.809998,87.651657,6122800
2017-04-18,89.639999,89.919998,89.239998,89.730003,87.573586,6823500
2017-04-19,90.089996,90.620003,89.599998,89.750000,87.593102,7301300
2017-04-20,90.139999,91.500000,89.900002,91.150002,88.959465,12178300
2017-04-21,92.769997,92.800003,91.019997,91.150002,88.959465,19442600
2017-04-24,92.150002,92.500000,91.010002,91.849998,89.642624,11705400
2017-04-25,91.989998,92.349998,91.580002,92.110001,89.896385,7769200
2017-04-26,92.019997,92.480003,91.750000,91.820000,89.613358,11295200
2017-04-27,91.949997,92.000000,91.279999,91.599998,89.398643,5856800
2017-04-28,91.389999,91.550003,90.980003,91.220001,89.027779,6888500
2017-05-01,91.290001,91.669998,91.139999,91.260002,89.066833,9042100
2017-05-02,91.620003,92.750000,91.529999,92.540001,90.316048,11627700
2017-05-03,92.400002,92.550003,91.980003,92.440002,90.218460,4909000
2017-05-04,92.699997,92.849998,92.250000,92.620003,90.394127,5257000
2017-05-05,92.900002,92.980003,91.760002,92.089996,89.876869,8844500
2017-05-08,92.050003,92.160004,91.519997,91.919998,89.710960,5223600
2017-05-09,91.900002,92.139999,91.830002,92.000000,89.789040,3969500
2017-05-10,91.699997,92.410004,91.680000,92.250000,90.033012,6747600
2017-05-11,92.120003,92.309998,91.620003,92.099998,89.886627,7052200
2017-05-12,92.190002,92.779999,91.980003,92.730003,90.501480,5898800
2017-05-15,92.730003,93.419998,92.720001,93.230003,90.989464,7040100
2017-05-16,93.349998,93.720001,92.970001,93.150002,90.911407,5497400
2017-05-17,92.480003,92.760002,91.709999,91.760002,89.713707,8240200
2017-05-18,91.360001,92.480003,91.360001,91.709999,89.664833,8239800
2017-05-19,91.980003,92.809998,91.709999,92.480003,90.417656,9361300
2017-05-22,92.529999,93.599998,92.430000,93.309998,91.229141,9186200
2017-05-23,93.559998,94.070000,93.470001,93.860001,91.766876,7616100
2017-05-24,94.019997,94.989998,94.019997,94.809998,92.695717,6825300
2017-05-25,95.089996,95.379997,94.889999,95.040001,92.920570,7262400
2017-05-26,95.000000,95.120003,94.389999,94.669998,92.558823,4133900
2017-05-30,94.660004,94.879997,94.339996,94.720001,92.607704,6292700
2017-05-31,95.080002,95.529999,94.459999,95.230003,93.106323,9866000
2017-06-01,95.400002,95.449997,94.610001,95.400002,93.272537,8911900
2017-06-02,95.410004,96.190002,95.410004,96.150002,94.005829,8570200
2017-06-05,96.320000,96.589996,96.110001,96.550003,94.396889,14510500
2017-06-06,96.269997,96.599998,95.559998,95.790001,93.653847,7030300
2017-06-07,96.029999,96.220001,95.760002,96.089996,93.947151,6720300
2017-06-08,95.870003,96.120003,95.290001,96.089996,93.947151,7720300
2017-06-09,96.089996,96.250000,93.709999,94.559998,92.451279,16887100
2017-06-12,93.690002,94.040001,92.800003,93.500000,91.414909,15610000
2017-06-13,94.000000,95.339996,93.970001,95.080002,92.959671,8700100
2017-06-14,95.320000,96.000000,94.949997,95.320000,93.194328,6347000
2017-06-15,94.440002,94.529999,93.529999,94.169998,92.069969,12793900
2017-06-16,94.309998,94.440002,93.739998,94.169998,92.069969,14705100
2017-06-19,94.750000,94.849998,94.250000,94.790001,92.676125,5984300
2017-06-20,94.790001,94.959999,94.330002,94.379997,92.275276,5626700
2017-06-21,94.610001,94.769997,94.070000,94.540001,92.431717,5611400
2017-06-22,94.489998,94.510002,93.870003,93.949997,91.854866,5846500
2017-06-23,94.160004,95.650002,93.889999,95.580002,93.448524,11637300
2017-06-26,95.800003,96.269997,95.099998,95.220001,93.096542,6970800
2017-06-27,95.150002,95.339996,94.629997,94.900002,92.783691,6283600
2017-06-28,95.150002,96.400002,94.660004,96.230003,94.084023,5571300
2017-06-29,95.790001,95.790001,94.010002,94.419998,92.314384,8872500
2017-06-30,94.379997,94.620003,93.779999,93.779999,91.688667,9036600
2017-07-03,94.379997,94.410004,93.349998,93.349998,91.268250,6197700
2017-07-05,93.750000,94.400002,93.720001,94.010002,91.913544,9339600
2017-07-06,93.449997,93.970001,93.190002,93.250000,91.170486,8215700
2017-07-07,93.500000,94.410004,93.500000,93.919998,91.825546,6175800
2017-07-10,94.150002,95.370003,94.150002,95.089996,92.969437,8851800
2017-07-11,95.080002,95.629997,94.930000,95.410004,93.282326,5554100
2017-07-12,95.980003,96.449997,95.629997,96.180000,94.035141,5974800
2017-07-13,96.419998,96.650002,95.769997,95.940002,93.800484,6721700
2017-07-14,96.139999,97.370003,96.120003,96.930000,94.768417,6195800
2017-07-17,97.110001,97.290001,96.589996,96.830002,94.670654,5914900
2017-07-18,96.849998,97.750000,96.610001,97.580002,95.403923,7435000
